,Partita,Rt-5h,Rt-4h,Rt-3h,Rt-2h,Rt-1h,Classifica h,Rt-5a,Rt-4a,Rt-3a,Rt-2a,Rt-1a,Classifica a,media gol_fatti h,media gol_subiti h,media gol_fatti a,media gol_subiti a,varianza gol_fatti h,varianza gol_subiti h,varianza gol_fatti a,varianza gol_subiti a,Gf-5h,Gf-4h,Gf-3h,Gf-2h,Gf-1h,Gs-5h,Gs-4h,Gs-3h,Gs-2h,Gs-1h,Gf-5a,Gf-4a,Gf-3a,Gf-2a,Gf-1a,Gs-5a,Gs-4a,Gs-3a,Gs-2a,Gs-1a,yGf,yGs
187,Cagliari-Napoli,0,1,1,1,0,8,0,0,2,2,0,12,1.5833333333333333,1.5,1.4583333333333333,1.375,1.316010660280157,0.9325048082403138,1.2846642825425558,1.1349200316590018,0,2,1,2,0,2,2,1,2,1,0,0,2,4,2,1,2,1,2,3,0,1
188,Lazio-Inter,2,2,1,2,2,3,1,1,1,2,2,1,2.2916666666666665,0.875,2.0416666666666665,0.9166666666666666,1.398109489606424,0.7974142996067924,1.1601786469133204,0.8297022339981068,1,5,1,5,1,0,1,1,1,0,1,1,1,2,4,1,1,1,0,2,2,1
189,Milan-Torino,2,2,2,1,0,10,2,0,0,0,0,13,1.0833333333333333,1.2916666666666667,1.125,1.7916666666666667,0.8805466023105077,1.3666578295932037,1.1539158284426272,1.6675722177612804,2,3,1,1,2,0,2,0,1,4,1,1,0,0,1,0,2,7,4,3,1,0
190,Brescia-Napoli,1,0,0,1,0,19,0,2,2,0,2,11,0.88,1.84,1.48,1.36,0.8326663997864532,1.34412301024373,1.2622730819174326,1.1135528725660044,2,0,1,1,0,2,1,2,1,2,0,2,4,2,1,2,1,2,3,0,1,2
191,Bologna-Udinese,1,2,2,2,0,9,0,0,0,1,1,15,1.52,1.6,0.84,1.48,1.0456258094238746,0.9128709291752768,0.8981462390204988,1.661324772583615,1,3,2,3,0,1,1,1,2,3,2,0,0,1,0,3,2,2,1,0,1,1
192,Spal-Juventus,2,0,0,0,0,20,2,0,2,0,2,1,0.76,1.76,1.92,0.96,0.7234178138070236,1.1284207253207177,0.9539392014169452,0.8888194417315589,2,1,1,1,1,1,3,5,2,2,2,1,3,1,2,1,2,0,2,0,1,2
193,Fiorentina-Milan,2,1,0,0,2,13,2,2,1,0,2,8,1.28,1.44,1.08,1.28,1.173314393786536,1.3564659966250534,0.8621678104251708,1.3391539617733776,2,0,0,1,5,0,0,3,2,1,3,1,1,2,1,2,0,1,4,0,1,1
194,Genoa-Lazio,0,1,1,2,2,18,2,1,2,2,2,2,1.16,1.84,2.32,0.92,0.9865765724632496,1.4047538337136984,1.3759844960366865,0.8124038404635958,1,0,2,1,3,3,0,2,0,0,5,1,5,1,2,1,1,1,0,1,2,3
195,Roma-Lecce,2,1,0,0,0,5,1,0,2,2,2,16,1.88,1.28,1.28,1.96,1.3940349110884322,1.0614455552060438,1.1372481406154653,1.2409673645990855,3,1,2,2,1,1,1,4,3,2,1,0,4,3,2,1,3,0,2,1,4,0
196,Torino-Parma,0,0,0,0,0,14,0,2,1,0,2,7,1.12,1.76,1.32,1.24,1.129896750445219,1.6401219466856725,1.2151817422372124,1.1284207253207172,1,0,0,1,0,2,7,4,3,1,1,2,2,0,1,2,0,2,1,0,1,1
197,Verona-Cagliari,1,2,1,2,1,6,1,1,1,0,0,10,1.2,1.0,1.56,1.52,0.9128709291752768,1.0,1.2935738607954834,0.918331820930394,1,3,1,2,0,1,0,1,1,0,2,1,2,0,0,2,1,2,1,1,2,1
198,Atalanta-Sassuolo,0,2,1,2,2,4,2,1,2,2,0,12,2.68,1.32,1.52,1.64,1.842100250619747,0.988264472024906,1.228820572744451,1.3503086067019396,1,7,2,2,2,2,0,2,1,1,2,0,4,2,0,1,0,2,1,1,4,1
199,Inter-Sampdoria,1,1,2,2,0,3,0,1,0,2,0,17,2.04,0.92,1.08,1.8,1.1357816691600549,0.8124038404635958,1.1874342087037917,1.6329931618554523,1,1,2,4,1,1,1,0,2,2,1,0,2,3,1,5,0,4,1,5,2,1
200,Lazio-Bologna,1,2,2,2,2,2,2,2,2,0,1,10,2.3076923076923075,0.8846153846153846,1.4615384615384617,1.6153846153846154,1.3496438276591576,0.8161824833662178,1.0669871313476738,0.897860705317838,1,5,1,2,3,1,1,0,1,2,3,2,3,0,1,1,1,2,3,1,2,0
201,Napoli-Torino,2,2,0,2,2,9,0,0,0,0,1,14,1.5,1.3461538461538465,1.1153846153846154,1.7692307692307692,1.2409673645990855,1.0933364602832083,1.107318312931673,1.6076739049370006,2,4,2,1,2,1,2,3,0,1,0,0,1,0,1,7,4,3,1,1,2,1
202,Lecce-Atalanta,0,2,2,2,0,16,2,1,2,2,2,4,1.3076923076923077,2.1538461538461537,2.8461538461538463,1.3461538461538465,1.1231822922119372,1.5669666924936905,1.993836657147374,0.9774377808252632,0,4,3,2,0,3,0,2,1,4,7,2,2,2,4,0,2,1,1,1,2,7
203,Cagliari-Roma,1,1,0,0,0,11,1,0,0,0,2,5,1.6153846153846154,1.6153846153846154,1.9615384615384612,1.3461538461538465,1.2985198674467195,1.0228166239135177,1.427747014866968,1.093336460283208,1,2,0,0,1,1,2,1,1,2,1,2,2,1,4,1,4,3,2,0,3,4
204,Parma-Spal,2,1,0,2,1,7,0,0,0,0,0,20,1.2692307692307692,1.2307692307692308,0.7692307692307693,1.6923076923076923,1.2184479408720688,1.106623415898735,0.7103628541917045,1.1582480138288436,2,2,0,1,1,0,2,1,0,1,1,1,1,1,1,3,5,2,2,2,0,1
205,Milan-Genoa,2,1,0,2,1,8,1,1,2,2,0,18,1.0769230769230769,1.3076923076923077,1.1923076923076923,1.807692307692308,0.8448941672459066,1.3196736193235288,0.9805806756909202,1.3861956793824102,1,1,2,1,1,0,1,4,0,1,0,2,1,3,2,0,2,0,0,3,1,2
206,Sampdoria-Verona,1,0,2,0,0,17,2,1,2,1,2,6,1.1153846153846154,1.7692307692307692,1.1923076923076923,1.0384615384615383,1.1773503497913635,1.6076739049370006,0.8952868040680939,0.9992304731449788,0,2,3,1,1,0,4,1,5,2,3,1,2,0,2,0,1,1,0,1,2,1
207,Udinese-Fiorentina,0,0,1,1,1,15,1,0,0,2,1,13,0.8076923076923077,1.4230769230769231,1.2307692307692308,1.3846153846153846,0.8952868040680938,1.6534346536365303,1.1766968108291045,1.3587324409735144,0,0,1,0,1,2,2,1,0,1,0,0,1,5,1,0,3,2,1,1,0,0
208,Juventus-Inter,0,2,0,2,2,1,1,2,2,0,2,3,1.9230769230769231,0.9230769230769232,1.9615384615384612,0.9615384615384616,0.9347973865208192,0.8909804452658622,1.1825656592602114,0.8236877675803729,1,3,1,2,2,2,0,2,0,1,1,2,4,1,2,1,0,2,2,1,2,0
209,Sassuolo-Brescia,1,2,2,0,0,12,0,0,1,0,0,19,1.5769230769230769,1.5769230769230769,0.8461538461538461,1.8846153846153848,1.2384854273854633,1.361560191047812,0.8338972450995478,1.336470667898793,0,4,2,0,1,0,2,1,1,4,0,1,1,0,1,1,2,1,2,2,3,0
210,Fiorentina-Brescia,0,0,2,1,1,13,0,1,0,0,0,20,1.2222222222222223,1.3703703703703705,0.8518518518518519,1.851851851851852,1.1547005383792517,1.3344012817090596,0.8182393717706753,1.321528942717013,0,1,5,1,0,3,2,1,1,0,1,1,0,1,0,2,1,2,2,3,1,1
211,Lecce-Milan,2,2,2,0,0,18,1,0,2,1,0,9,1.2962962962962965,2.2222222222222223,1.1851851851851851,1.2962962962962965,1.1029615662044696,1.577079416890439,1.001423488265081,1.2954005859434672,4,3,2,0,2,0,2,1,4,7,1,2,1,1,1,1,4,0,1,2,1,4
212,Bologna-Juventus,2,2,0,1,0,10,2,0,2,2,2,1,1.4074074074074074,1.6296296296296295,1.9259259259259256,0.8888888888888888,1.0834155129908256,0.8835308600308089,0.9167637866189092,0.8915558282417285,2,3,0,1,0,1,2,3,1,2,3,1,2,2,2,0,2,0,1,0,0,2
213,Spal-Cagliari,0,0,0,0,2,19,1,0,0,0,0,12,0.7407407407407407,1.6666666666666667,1.5925925925925926,1.5555555555555556,0.712125345092075,1.1435437497937309,1.278799294388152,1.0500305245868349,1,1,1,1,1,5,2,2,2,0,2,0,0,1,3,2,1,1,2,4,0,1
214,Verona-Napoli,1,2,1,2,0,6,2,0,2,2,2,7,1.148148148148148,1.0740740740740742,1.5185185185185186,1.2962962962962965,0.9073928715621604,0.9971469271386212,1.220667231487964,1.1029615662044698,1,2,0,2,1,1,1,0,1,2,4,2,1,2,2,2,3,0,1,1,0,2
215,Genoa-Parma,1,2,2,0,2,17,1,0,2,1,0,8,1.1851851851851851,1.8888888888888888,1.3703703703703705,1.2222222222222223,0.962250448649376,1.4232501627054277,1.3052600138300816,1.0860419786947368,2,1,3,2,2,2,0,0,3,1,2,0,1,1,0,2,1,0,1,1,1,4
216,Torino-Udinese,0,0,0,1,0,15,0,1,1,1,1,14,1.1111111111111112,1.7037037037037035,0.7777777777777778,1.4074074074074074,1.0860419786947368,1.6128048862585953,0.8915558282417289,1.6233692233523571,0,1,0,1,1,4,3,1,1,2,0,1,0,1,0,2,1,0,1,0,1,0
217,Inter-Sassuolo,2,2,0,2,0,3,2,2,0,0,2,11,2.0,1.037037037037037,1.6296296296296295,1.6296296296296295,1.1766968108291045,0.897924165098482,1.2449327491304705,1.3629196078822323,2,4,1,2,0,0,2,2,1,2,4,2,0,1,3,2,1,1,4,0,3,3
218,Atalanta-Lazio,1,2,2,2,2,4,2,2,2,2,2,2,2.851851851851852,1.3703703703703705,2.2962962962962963,0.9629629629629628,1.955341868666915,0.9666814027759792,1.3247587535041068,0.8979241650984819,2,2,2,4,7,2,1,1,1,2,5,1,2,3,2,1,0,1,2,0,3,2
219,Roma-Sampdoria,0,0,0,2,2,5,0,2,0,0,2,16,1.962962962962963,1.3333333333333333,1.1111111111111112,1.7777777777777777,1.4000406994491126,1.0741723110591497,1.1547005383792517,1.577079416890439,2,2,1,4,4,4,3,2,0,3,2,3,1,1,2,4,1,5,2,1,2,1
220,Juventus-Lecce,0,2,2,2,2,1,2,2,0,0,0,18,2.0,0.8571428571428571,1.25,2.2857142857142856,0.9813067629253164,0.890870806374748,1.1097213530798988,1.5836465855538944,1,2,2,2,2,2,0,1,0,0,3,2,0,2,1,2,1,4,7,4,4,0
221,Brescia-Genoa,1,0,0,0,1,20,2,2,0,2,0,17,0.8928571428571429,1.8571428571428568,1.2142857142857142,1.8928571428571428,0.8317445171439014,1.2971274735120228,0.9567360740266438,1.3968028497458762,1,0,1,0,1,1,2,2,3,1,1,3,2,2,1,0,0,3,1,4,2,2
222,Cagliari-Torino,0,0,0,0,2,10,0,0,1,0,2,14,1.6785714285714286,1.5714285714285714,1.1428571428571428,1.7857142857142858,1.3348205990866455,1.0338196500275418,1.0788981249502494,1.6410733356927392,0,0,1,3,1,1,1,2,4,0,1,0,1,1,1,3,1,1,2,0,4,2
223,Lazio-Fiorentina,2,2,2,2,0,2,0,2,1,1,1,13,2.2857142857142856,0.9642857142857144,1.2142857142857142,1.3928571428571428,1.301200097264711,0.8811668550592596,1.1338934190276817,1.314852074887506,1,2,3,2,2,0,1,2,0,3,1,5,1,0,1,2,1,1,0,1,2,1
224,Milan-Roma,0,2,1,0,2,8,0,0,2,2,2,5,1.2142857142857142,1.25,1.8928571428571428,1.3571428571428572,0.9946949227868764,1.2945755775256715,1.4230714230607946,1.061595086171807,2,1,1,1,4,4,0,1,2,1,2,1,4,4,2,3,2,0,3,1,2,0
225,Udinese-Atalanta,1,1,1,1,0,15,2,2,2,2,2,4,0.8214285714285714,1.4642857142857142,2.857142857142857,1.3928571428571428,0.9048663264720757,1.621205378200701,1.9189944456771315,0.9560445408144772,1,0,1,0,0,1,0,1,0,1,2,2,4,7,3,1,1,1,2,2,2,3
226,Sampdoria-Bologna,2,0,0,2,0,16,2,0,1,0,0,12,1.1071428571428572,1.7857142857142858,1.4285714285714286,1.6071428571428572,1.1333099904225383,1.5481684006675105,1.0690449676496978,0.8751417118804339,3,1,1,2,1,1,5,2,1,2,3,0,1,0,0,2,3,1,2,2,1,2
227,Sassuolo-Verona,2,0,0,2,1,11,2,1,2,0,0,9,1.6785714285714286,1.6785714285714286,1.2142857142857142,1.1428571428571428,1.2488089563755576,1.3622848842368125,0.9567360740266436,1.0440053112638317,2,0,1,3,3,1,1,4,0,3,2,0,2,1,0,1,0,1,2,2,3,3
228,Napoli-Spal,0,2,2,2,2,6,0,0,0,2,0,19,1.5714285714285714,1.2857142857142858,0.75,1.7142857142857142,1.2301331282538135,1.0837911120705757,0.700528900717694,1.1501092655705902,2,1,2,2,2,3,0,1,1,0,1,1,1,1,0,2,2,2,0,1,3,1
229,Parma-Inter,0,2,1,0,2,7,2,0,2,0,1,3,1.3571428571428572,1.25,2.0,1.0357142857142858,1.2827714704898316,1.075828707279838,1.1547005383792517,0.8811668550592596,0,1,1,0,4,1,0,1,1,1,4,1,2,0,3,2,2,1,2,3,1,2
230,Torino-Lazio,0,1,0,2,0,14,2,2,2,0,2,2,1.137931034482759,1.793103448275862,2.2758620689655173,0.9655172413793104,1.059788992846975,1.611993228114711,1.2788541669383444,0.8653140891643933,0,1,1,1,2,1,1,2,0,4,2,3,2,2,2,1,2,0,3,1,1,2
231,Genoa-Juventus,2,0,2,0,1,16,2,2,2,2,2,1,1.206896551724138,1.9310344827586208,2.034482758620689,0.8620689655172413,0.9403384779971362,1.386955413918214,0.9813532428193829,0.875219887923457,3,2,2,1,2,0,3,1,4,2,2,2,2,2,4,0,1,0,0,0,1,3
232,Inter-Brescia,0,2,0,1,2,3,0,0,0,1,1,19,2.1379310344827585,1.0,0.8620689655172413,2.0,1.355521458201721,0.8864052604279183,0.8334154310955476,1.48804761828569,1,2,0,3,2,2,1,2,3,1,0,1,0,1,2,2,2,3,1,2,6,0
233,Bologna-Cagliari,0,1,0,0,2,11,0,0,0,2,2,10,1.4137931034482758,1.5862068965517242,1.6551724137931034,1.5517241379310345,1.0527936095153945,0.8667361346416773,1.3168105967766404,1.020721274972882,0,1,0,0,2,3,1,2,2,1,0,1,3,1,4,1,2,4,0,2,1,1
234,Spal-Milan,0,0,2,0,0,20,2,1,0,2,2,7,0.7931034482758621,1.7241379310344829,1.2413793103448276,1.2758620689655171,0.7260121183968716,1.1306304096178863,0.9876079475824802,1.2788541669383444,1,1,1,0,1,2,2,0,1,3,1,1,1,4,2,0,1,2,1,0,2,2
235,Verona-Parma,1,2,0,0,1,9,2,1,0,2,0,8,1.2758620689655171,1.1724137931034482,1.3793103448275863,1.3103448275862069,0.996298568421346,1.0374751465953078,1.2653004471961893,1.105294022804471,0,2,1,0,3,0,1,2,2,3,1,1,0,4,1,0,1,1,1,2,3,2
236,Lecce-Sampdoria,2,0,0,0,0,18,0,0,2,0,0,17,1.2413793103448276,2.2758620689655173,1.137931034482759,1.7586206896551724,1.0907131485472217,1.5560148668987237,1.1251710324287365,1.527256466763502,2,0,2,1,0,1,4,7,4,4,1,1,2,1,1,5,2,1,2,2,1,2
237,Fiorentina-Sassuolo,2,1,1,1,0,13,0,0,2,1,1,12,1.206896551724138,1.4482758620689655,1.7241379310344829,1.6551724137931034,1.1141720290623112,1.3252009792737027,1.250615611955566,1.343658706372948,5,1,0,1,1,1,1,0,1,2,0,1,3,3,3,1,4,0,3,3,1,3
238,Atalanta-Napoli,2,2,2,2,2,4,2,2,2,2,2,6,2.827586206896552,1.3448275862068966,1.5172413793103448,1.3103448275862069,1.8911252417021345,0.9737945687202024,1.2427127485342129,1.0724953638215502,2,4,7,3,3,1,1,2,2,2,1,2,2,2,3,0,1,1,0,1,2,0
239,Roma-Udinese,0,2,2,2,0,5,1,1,1,0,0,15,1.827586206896552,1.3793103448275863,0.8620689655172413,1.4137931034482758,1.4409561685918684,1.0492784290524977,0.9151166175112984,1.6150462483274135,1,4,4,2,0,2,0,3,1,2,0,1,0,0,2,0,1,0,1,3,0,2
240,Juventus-Torino,2,2,2,2,2,1,1,0,2,0,0,15,2.1,0.8666666666666667,1.1333333333333333,1.8666666666666667,1.028892943728925,0.8603661343041525,1.0416609195243756,1.6344003083137535,2,2,2,4,3,1,0,0,0,1,1,1,1,2,1,1,2,0,4,2,4,1
241,Sassuolo-Lecce,0,2,1,1,2,11,0,0,0,0,0,18,1.8,1.6666666666666667,1.2666666666666666,2.333333333333333,1.2972118642263706,1.3217891045025334,1.0806553992619583,1.5610194134588469,1,3,3,3,3,4,0,3,3,1,0,2,1,0,1,4,7,4,4,2,4,2
242,Lazio-Milan,2,2,0,2,2,2,1,0,2,2,1,7,2.2,1.0333333333333334,1.3,1.2333333333333334,1.3235271579877137,0.9278574999588488,1.02216808119159,1.2780193008453875,3,2,2,2,2,2,0,3,1,1,1,1,4,2,2,1,2,1,0,2,0,3
243,Inter-Bologna,2,0,1,2,2,3,1,0,0,2,1,12,2.1,1.0333333333333334,1.4333333333333331,1.5666666666666669,1.3480509557543978,0.889917986664224,1.040004420857094,0.858359836662575,2,0,3,2,6,1,2,3,1,0,1,0,0,2,1,1,2,2,1,1,1,2
244,Cagliari-Atalanta,0,0,2,2,1,9,2,2,2,2,2,4,1.6,1.5333333333333334,2.7666666666666666,1.3,1.3287276776598391,1.0080138659874618,1.8879533405494835,0.9878573120474012,1,3,1,4,1,2,4,0,2,1,4,7,3,3,2,1,2,2,2,0,0,1
245,Parma-Fiorentina,1,0,2,0,0,10,1,1,1,0,0,13,1.3666666666666667,1.3333333333333333,1.2333333333333334,1.4333333333333331,1.2452207485597395,1.093344547181068,1.104327953954375,1.3047217521658443,1,0,4,1,2,1,1,1,2,3,1,0,1,1,1,1,0,1,2,3,1,2
246,Udinese-Genoa,1,1,0,0,2,14,0,2,0,1,0,17,0.9,1.4333333333333331,1.2333333333333334,1.9333333333333331,0.9228890171255884,1.5905612397739557,0.9352607356658148,1.36289077492212,1,0,0,2,2,1,0,1,3,0,2,2,1,2,1,3,1,4,2,3,2,2
247,Brescia-Verona,0,0,1,1,0,20,2,0,0,1,2,8,0.9,1.9333333333333331,1.2333333333333334,1.2,0.8448627719625691,1.5070714541175851,1.0063019815944514,1.0305673027596216,1,0,1,2,0,2,3,1,2,6,2,1,0,3,3,1,2,2,3,2,2,0
248,Sampdoria-Spal,0,2,0,0,2,16,0,2,0,0,1,19,1.2,1.7,0.7666666666666667,1.7666666666666666,1.1566896880679618,1.534657099743491,0.7279320417946061,1.1351236704106018,1,2,1,1,2,2,1,2,2,1,1,1,0,1,2,2,0,1,3,2,3,0
249,Napoli-Roma,2,2,2,2,0,6,2,2,2,0,0,5,1.5333333333333334,1.3,1.8,1.4,1.2242755305537412,1.0553639672872464,1.423933357603702,1.0372377109252813,2,2,2,3,0,1,1,0,1,2,4,4,2,0,0,0,3,1,2,2,2,1
250,Lecce-Lazio,0,0,0,0,0,18,2,0,2,2,0,2,1.2903225806451613,2.290322580645161,2.161290322580645,1.064516129032258,1.0706243781736826,1.5533522542573694,1.3190090773897498,0.9286364150720398,2,1,0,1,2,7,4,4,2,4,2,2,2,2,0,0,3,1,1,3,2,1
251,Milan-Juventus,0,2,2,1,2,7,2,2,2,2,2,1,1.3870967741935485,1.2580645161290325,2.096774193548387,0.967741935483871,1.1158679538021428,1.2640607035920357,1.0117588220413474,1.016001016001524,1,4,2,2,3,2,1,0,2,0,2,2,4,3,4,0,0,0,1,1,4,2
252,Fiorentina-Cagliari,1,1,0,0,2,13,0,2,2,1,0,11,1.1935483870967742,1.3870967741935485,1.5483870967741935,1.4838709677419355,1.1081322074767577,1.3083684331980987,1.3376274936722692,1.0286226305740274,0,1,1,1,2,0,1,2,3,1,3,1,4,1,0,4,0,2,1,1,0,0
253,Genoa-Napoli,2,0,1,0,1,17,2,2,2,0,2,6,1.2258064516129032,1.935483870967742,1.5483870967741935,1.2903225806451613,0.9204954252776,1.3400369117047422,1.206612604979172,1.0390235283539628,2,1,2,1,2,1,4,2,3,2,2,2,3,0,2,1,0,1,2,1,1,2
254,Torino-Brescia,0,2,0,0,0,16,0,1,1,0,2,19,1.1935483870967742,1.8387096774193548,0.9032258064516128,1.967741935483871,1.0776318121606494,1.6144508703900613,0.8308565343337929,1.4940743169321025,1,1,2,1,1,2,0,4,2,4,0,1,2,0,2,3,1,2,6,0,3,1
255,Roma-Parma,2,2,0,0,0,5,0,2,0,0,0,12,1.8064516129032255,1.3870967741935485,1.3548387096774193,1.3548387096774193,1.4004607536738205,1.0223313016447166,1.2260610940942596,1.0816156771784882,4,2,0,0,1,3,1,2,2,2,0,4,1,2,1,1,1,2,3,2,2,1
256,Atalanta-Sampdoria,2,2,2,2,2,4,2,0,0,2,2,14,2.7419354838709675,1.2580645161290325,1.1612903225806452,1.7096774193548387,1.8613210709150247,0.9989241524588296,1.1574907974738111,1.5098244575026325,7,3,3,2,1,2,2,2,0,0,2,1,1,2,3,1,2,2,1,0,2,0
257,Bologna-Sassuolo,0,0,2,1,2,10,2,1,1,2,2,9,1.4193548387096775,1.5806451612903225,1.8064516129032255,1.6451612903225807,1.02548179078217,0.8475137579369866,1.275914177853398,1.3050769350699645,0,0,2,1,2,2,2,1,1,1,3,3,3,3,4,0,3,3,1,2,1,2
258,Spal-Udinese,2,0,0,1,0,20,1,0,0,2,1,15,0.7419354838709677,1.8064516129032255,0.967741935483871,1.3870967741935485,0.7288228836273766,1.1378152995605126,0.9826451026944888,1.5848747448897176,1,0,1,2,0,0,1,3,2,3,0,0,2,2,2,0,1,3,0,2,0,3
259,Verona-Inter,0,0,1,2,0,8,0,1,2,2,0,3,1.2580645161290325,1.2258064516129032,2.096774193548387,1.064516129032258,0.9989241524588296,1.02338254233546,1.325514710334,0.8920195764282209,1,0,3,3,0,2,2,3,2,2,0,3,2,6,1,2,3,1,0,2,2,2
260,Lazio-Sassuolo,0,2,2,0,0,2,1,1,2,2,2,8,2.125,1.09375,1.8125,1.625,1.3136995286643378,0.9283830897266078,1.2556324713967086,1.288910517677874,2,2,2,0,1,3,1,1,3,2,3,3,3,4,2,3,3,1,2,1,1,2
261,Brescia-Roma,1,1,0,2,0,19,2,0,0,0,2,5,0.875,2.0,1.84375,1.34375,0.8327955253822958,1.481063262354709,1.393750452046795,1.0351678997366376,1,2,0,2,1,1,2,6,0,3,2,0,0,1,2,1,2,2,2,1,0,3
262,Juventus-Atalanta,2,2,2,2,0,1,2,2,2,2,2,3,2.09375,1.0,2.71875,1.28125,0.9954533737723926,1.016001016001524,1.8357449924810785,0.9913944236406652,2,4,3,4,2,0,0,1,1,4,3,3,2,1,2,2,2,0,0,0,2,2
263,Genoa-Spal,0,1,0,1,0,18,0,0,1,0,0,20,1.25,1.875,0.71875,1.8125,0.915810939779251,1.3619246343602935,0.7288689868556626,1.119835817459201,1,2,1,2,1,4,2,3,2,2,0,1,2,0,0,1,3,2,3,3,2,0
264,Parma-Bologna,2,0,0,0,0,12,0,2,1,2,0,10,1.375,1.375,1.4375,1.59375,1.211503997304124,1.070122091316024,1.0140146973548327,0.8370214087522955,4,1,2,1,1,1,2,3,2,2,0,2,1,2,1,2,1,1,1,2,2,2
265,Fiorentina-Verona,1,0,0,2,1,13,0,1,2,0,1,9,1.1875,1.375,1.25,1.21875,1.0906494070196242,1.288910517677874,0.9837387536759294,1.0075321174741456,1,1,1,2,0,1,2,3,1,0,0,3,3,0,2,2,3,2,2,2,1,1
266,Cagliari-Lecce,2,2,1,0,1,11,0,0,0,0,2,17,1.5,1.4375,1.25,2.21875,1.344043010064494,1.0453429750487977,1.0776318121606494,1.5808200199528948,1,4,1,0,0,0,2,1,1,0,1,0,1,2,2,4,4,2,4,1,0,0
267,Udinese-Sampdoria,0,0,2,1,2,14,0,0,2,2,0,16,0.96875,1.4375,1.21875,1.6875,0.9666828882584056,1.5849595497026252,1.184152752788036,1.490561704039248,0,2,2,2,3,1,3,0,2,0,1,1,2,3,0,2,2,1,0,2,1,3
268,Napoli-Milan,2,2,0,2,2,6,2,2,1,2,2,7,1.5625,1.3125,1.40625,1.28125,1.189673308368798,1.029797975802896,1.1030566037007086,1.2504031607910022,2,3,0,2,2,0,1,2,1,1,4,2,2,3,4,1,0,2,0,2,2,2
269,Inter-Torino,1,2,2,0,1,4,2,0,0,0,2,15,2.125,1.0625,1.1875,1.875,1.3136995286643378,0.87758833761769,1.0606601717798212,1.6014106684521177,3,2,6,1,2,3,1,0,2,2,1,2,1,1,3,0,4,2,4,1,3,1
270,Atalanta-Brescia,2,2,2,2,1,4,1,0,2,0,0,19,2.8181818181818183,1.303030303030303,0.9090909090909092,2.121212121212121,1.8949694168796207,0.9837698055454996,0.8427498280790525,1.6155025486976131,3,2,1,2,2,2,0,0,0,2,2,0,2,1,0,2,6,0,3,3,6,2
271,Sampdoria-Cagliari,0,2,2,0,2,14,2,1,0,1,1,11,1.2727272727272727,1.6363636363636365,1.4545454545454546,1.4848484848484849,1.2060453783110543,1.4962073264211622,1.3483997249264843,1.0642254261084714,1,2,3,0,3,2,1,0,2,1,4,1,0,0,0,2,1,1,0,0,3,0
272,Bologna-Napoli,2,1,2,0,1,10,2,0,2,2,1,6,1.4242424242424243,1.5757575757575757,1.5454545454545454,1.303030303030303,1.0009465217452629,0.830297500534561,1.175024177700961,1.0150384378451045,2,1,2,1,2,1,1,1,2,2,3,0,2,2,2,1,2,1,1,2,1,1
273,Milan-Parma,2,1,2,2,1,7,0,0,0,0,1,12,1.4545454545454546,1.2727272727272727,1.3636363636363635,1.4242424242424243,1.1205720941473682,1.2316839913490207,1.1942095141290592,1.0905933886623094,2,2,3,4,2,0,2,0,2,2,1,2,1,1,2,2,3,2,2,2,3,1
274,Lecce-Fiorentina,0,0,0,2,1,18,0,0,2,1,1,13,1.2424242424242424,2.242424242424242,1.2424242424242424,1.3636363636363635,1.0615526079257398,1.5618559278608064,1.1188806636071338,1.2702898738620112,0,1,2,2,0,4,2,4,1,0,1,1,2,0,1,2,3,1,0,1,1,3
275,Roma-Verona,0,0,0,2,2,5,1,2,0,1,1,9,1.8484848484848484,1.3333333333333333,1.2424242424242424,1.2424242424242424,1.37206988071882,1.0206207261596576,0.9692233691951196,1.0009465217452624,0,0,1,2,3,2,2,2,1,0,3,3,0,2,1,3,2,2,2,1,2,1
276,Sassuolo-Juventus,1,2,2,2,2,8,2,2,2,0,1,1,1.8484848484848484,1.6666666666666667,2.121212121212121,1.0606060606060606,1.2530266388133005,1.2909944487358056,0.9923953268977468,1.0588730430094635,3,3,4,2,2,3,1,2,1,1,4,3,4,2,2,0,1,1,4,2,3,3
277,Udinese-Lazio,0,2,1,2,0,15,2,2,0,0,0,3,0.9393939393939394,1.393939393939394,2.060606060606061,1.0606060606060606,0.966287804544858,1.5799405435686875,1.3448836831533502,0.9333874443188752,2,2,2,3,1,3,0,2,0,3,2,2,0,1,1,1,1,3,2,2,0,0
278,Torino-Genoa,0,0,0,2,0,16,1,0,1,0,2,17,1.2424242424242424,1.818181818181818,1.2121212121212122,1.9090909090909087,1.0905933886623094,1.609630109965979,0.9272801544562922,1.3547056037114753,2,1,1,3,1,4,2,4,1,3,2,1,2,1,2,2,3,2,2,0,3,0
279,Spal-Inter,0,1,0,0,0,20,2,2,0,1,2,2,0.696969696969697,1.878787878787879,2.1818181818181817,1.0303030303030305,0.7282190812544191,1.1661254155743646,1.3335700547436908,0.8833476270999034,1,2,0,0,0,3,2,3,3,2,2,6,1,2,3,1,0,2,2,1,0,4
280,Verona-Atalanta,2,0,1,1,0,9,2,2,2,1,2,3,1.2352941176470589,1.2352941176470589,2.764705882352941,1.2941176470588236,0.9553302944424514,0.9865404361127634,1.8919097859428096,0.970142500145332,3,0,2,1,1,2,2,2,1,2,2,1,2,2,6,0,0,0,2,2,1,1
