,squadra,esito
0,Verona,sconfitta
1,Lecce,pareggio
2,Inter,pareggio
3,Genoa,vittoria
4,Bologna,vittoria
5,Atalanta,vittoria
6,Spal,pareggio
7,Torino,pareggio
8,Roma,vittoria
9,Fiorentina,sconfitta
10,Sassuolo,vittoria
11,Juventus,pareggio
12,Parma,pareggio
13,Brescia,sconfitta
14,Sampdoria,sconfitta
15,Udinese,sconfitta
16,Napoli,pareggio
17,Cagliari,pareggio
18,Milan,sconfitta
19,Lazio,vittoria
