,squadra,esito
0,Sampdoria,sconfitta
1,Fiorentina,sconfitta
2,Udinese,vittoria
3,Inter,vittoria
4,Torino,sconfitta
5,Atalanta,vittoria
6,Lecce,sconfitta
7,Parma,pareggio
8,Sassuolo,pareggio
9,Lazio,pareggio
10,Juventus,vittoria
11,Roma,vittoria
12,Cagliari,sconfitta
13,Genoa,sconfitta
14,Spal,vittoria
15,Milan,sconfitta
16,Bologna,vittoria
17,Brescia,pareggio
18,Napoli,pareggio
19,Verona,pareggio
