,squadra,esito
0,Brescia,pareggio
1,Milan,vittoria
2,Atalanta,sconfitta
3,Napoli,vittoria
4,Juventus,sconfitta
5,Spal,sconfitta
6,Genoa,vittoria
7,Lecce,sconfitta
8,Bologna,pareggio
9,Sassuolo,sconfitta
10,Sampdoria,pareggio
11,Cagliari,sconfitta
12,Inter,vittoria
13,Lazio,sconfitta
14,Roma,vittoria
15,Fiorentina,vittoria
16,Verona,sconfitta
17,Parma,vittoria
18,Torino,pareggio
19,Udinese,vittoria
