,squadra,esito
0,Spal,vittoria
1,Verona,vittoria
2,Genoa,sconfitta
3,Fiorentina,vittoria
4,Atalanta,vittoria
5,Bologna,pareggio
6,Roma,pareggio
7,Torino,pareggio
8,Inter,sconfitta
9,Brescia,sconfitta
10,Parma,sconfitta
11,Sampdoria,sconfitta
12,Milan,vittoria
13,Udinese,sconfitta
14,Lecce,sconfitta
15,Lazio,pareggio
16,Cagliari,pareggio
17,Napoli,pareggio
18,Juventus,vittoria
19,Sassuolo,vittoria
