,squadra,esito
0,Parma,sconfitta
1,Fiorentina,sconfitta
2,Udinese,vittoria
3,Cagliari,sconfitta
4,Verona,pareggio
5,Roma,pareggio
6,Sampdoria,sconfitta
7,Spal,sconfitta
8,Torino,vittoria
9,Inter,vittoria
10,Juventus,vittoria
11,Napoli,vittoria
12,Milan,sconfitta
13,Brescia,vittoria
14,Bologna,pareggio
15,Genoa,pareggio
16,Lazio,vittoria
17,Atalanta,vittoria
18,Sassuolo,sconfitta
19,Lecce,sconfitta
