,squadra,esito
0,Brescia,sconfitta
1,Spal,sconfitta
2,Genoa,vittoria
3,Roma,sconfitta
4,Bologna,pareggio
5,Atalanta,vittoria
6,Juventus,vittoria
7,Milan,pareggio
8,Lecce,sconfitta
9,Napoli,sconfitta
10,Lazio,vittoria
11,Verona,vittoria
12,Sassuolo,sconfitta
13,Torino,vittoria
14,Fiorentina,pareggio
15,Parma,sconfitta
16,Cagliari,sconfitta
17,Sampdoria,pareggio
18,Udinese,vittoria
19,Inter,vittoria
