,squadra,esito
0,Lecce,vittoria
1,Milan,vittoria
2,Fiorentina,pareggio
3,Genoa,sconfitta
4,Torino,vittoria
5,Roma,vittoria
6,Atalanta,vittoria
7,Bologna,sconfitta
8,Spal,sconfitta
9,Verona,pareggio
10,Lazio,sconfitta
11,Juventus,sconfitta
12,Cagliari,pareggio
13,Napoli,vittoria
14,Brescia,sconfitta
15,Parma,sconfitta
16,Sampdoria,sconfitta
17,Sassuolo,vittoria
18,Udinese,vittoria
19,Inter,pareggio
