,squadra,esito
0,Fiorentina,pareggio
1,Napoli,vittoria
2,Inter,vittoria
3,Genoa,sconfitta
4,Brescia,sconfitta
5,Parma,sconfitta
6,Spal,vittoria
7,Roma,vittoria
8,Verona,sconfitta
9,Torino,sconfitta
10,Juventus,pareggio
11,Sampdoria,sconfitta
12,Udinese,sconfitta
13,Atalanta,vittoria
14,Bologna,vittoria
15,Cagliari,vittoria
16,Lazio,sconfitta
17,Sassuolo,sconfitta
18,Milan,vittoria
19,Lecce,vittoria
