,squadra,esito
0,Brescia,sconfitta
1,Bologna,pareggio
2,Spal,sconfitta
3,Fiorentina,pareggio
4,Genoa,sconfitta
5,Roma,vittoria
6,Torino,pareggio
7,Verona,vittoria
8,Atalanta,vittoria
9,Inter,vittoria
10,Napoli,vittoria
11,Udinese,pareggio
12,Juventus,vittoria
13,Milan,pareggio
14,Lazio,vittoria
15,Lecce,sconfitta
16,Parma,pareggio
17,Cagliari,sconfitta
18,Sassuolo,sconfitta
19,Sampdoria,sconfitta
