,squadra,esito
0,Torino,sconfitta
1,Genoa,sconfitta
2,Inter,vittoria
3,Bologna,pareggio
4,Spal,pareggio
5,Verona,vittoria
6,Lecce,sconfitta
7,Fiorentina,sconfitta
8,Atalanta,vittoria
9,Roma,sconfitta
10,Lazio,vittoria
11,Juventus,vittoria
12,Brescia,sconfitta
13,Cagliari,pareggio
14,Milan,pareggio
15,Parma,sconfitta
16,Sampdoria,vittoria
17,Sassuolo,vittoria
18,Napoli,sconfitta
19,Udinese,vittoria
