,squadra,esito
0,Roma,vittoria
1,Bologna,sconfitta
2,Torino,sconfitta
3,Atalanta,sconfitta
4,Genoa,sconfitta
5,Verona,vittoria
6,Lecce,pareggio
7,Fiorentina,pareggio
8,Milan,sconfitta
9,Spal,sconfitta
10,Napoli,sconfitta
11,Inter,vittoria
12,Juventus,vittoria
13,Cagliari,vittoria
14,Udinese,vittoria
15,Brescia,sconfitta
16,Sassuolo,pareggio
17,Parma,pareggio
18,Lazio,vittoria
19,Sampdoria,vittoria
