,squadra,esito
0,Bologna,vittoria
1,Cagliari,pareggio
2,Sassuolo,vittoria
3,Juventus,vittoria
4,Atalanta,pareggio
5,Milan,pareggio
6,Lazio,vittoria
7,Lecce,vittoria
8,Udinese,sconfitta
9,Sampdoria,sconfitta
10,Brescia,sconfitta
11,Parma,pareggio
12,Roma,sconfitta
13,Fiorentina,sconfitta
14,Genoa,pareggio
15,Verona,pareggio
16,Spal,sconfitta
17,Torino,sconfitta
18,Inter,vittoria
19,Napoli,vittoria
