,squadra,esito
0,Lazio,vittoria
1,Sassuolo,vittoria
2,Napoli,sconfitta
3,Milan,vittoria
4,Brescia,pareggio
5,Bologna,pareggio
6,Lecce,pareggio
7,Genoa,sconfitta
8,Juventus,vittoria
9,Atalanta,sconfitta
10,Sampdoria,sconfitta
11,Torino,sconfitta
12,Fiorentina,vittoria
13,Udinese,sconfitta
14,Cagliari,pareggio
15,Verona,pareggio
16,Inter,pareggio
17,Roma,vittoria
18,Parma,sconfitta
19,Spal,vittoria
