,squadra,esito
0,Atalanta,vittoria
1,Sassuolo,sconfitta
2,Parma,vittoria
3,Lecce,vittoria
4,Inter,pareggio
5,Sampdoria,sconfitta
6,Torino,pareggio
7,Spal,sconfitta
8,Udinese,vittoria
9,Lazio,vittoria
10,Bologna,sconfitta
11,Milan,vittoria
12,Napoli,sconfitta
13,Brescia,sconfitta
14,Fiorentina,pareggio
15,Genoa,vittoria
16,Verona,pareggio
17,Roma,vittoria
18,Juventus,sconfitta
19,Cagliari,sconfitta
