,squadra,esito
0,Lazio,vittoria
1,Napoli,vittoria
2,Lecce,sconfitta
3,Cagliari,sconfitta
4,Parma,sconfitta
5,Milan,sconfitta
6,Sampdoria,vittoria
7,Udinese,pareggio
8,Juventus,vittoria
9,Sassuolo,vittoria
10,Bologna,sconfitta
11,Torino,sconfitta
12,Atalanta,vittoria
13,Roma,vittoria
14,Spal,vittoria
15,Genoa,vittoria
16,Verona,sconfitta
17,Fiorentina,pareggio
18,Inter,sconfitta
19,Brescia,sconfitta
