,squadra_casa,squadra_trasferta,risultato
0,Salernitana,Sassuolo,2 - 2
1,Milan,Lecce,3 - 0
2,Roma,Lazio,1 - 0
3,Empoli,Torino,3 - 2
4,Frosinone,Bologna,0 - 0
5,Monza,Napoli,2 - 4
6,Cagliari,Atalanta,2 - 1
7,Verona,Genoa,1 - 2
8,Juventus,Fiorentina,1 - 0
9,Udinese,Inter,1 - 2
