,squadra_casa,squadra_trasferta,risultato
0,Udinese,Venezia,3 - 0
1,Verona,Inter,1 - 3
2,Atalanta,Bologna,0 - 0
3,Lazio,Spezia,6 - 1
4,Fiorentina,Torino,2 - 1
5,Juventus,Empoli,0 - 1
6,Genoa,Napoli,1 - 2
7,Sassuolo,Sampdoria,0 - 0
8,Milan,Cagliari,4 - 1
9,Salernitana,Roma,0 - 4
