,0,1,2,3,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,0.0,0.0,0.0,0.0,2.076923076923077,1.1875421719907089,1.0769230769230769,0.75955452531275
Sampdoria,0.0,0.0,0.0,0.0,0.46153846153846156,0.5188745216627708,1.7692307692307692,1.1657505560686467
Lecce,0.0,0.0,0.0,0.0,0.7692307692307693,0.5991446895152781,1.2307692307692308,0.4385290096535146
Monza,0.0,0.0,0.0,0.0,1.0,0.9128709291752769,1.6153846153846154,1.4455945454184551
Fiorentina,0.0,0.0,0.0,0.0,1.1538461538461537,1.1435437497937313,1.3076923076923077,1.3774744634423892
Lazio,0.0,0.0,0.0,0.0,1.9230769230769231,1.4411533842457842,0.6153846153846154,0.9607689228305228
Salernitana,0.0,0.0,0.0,0.0,1.3846153846153846,1.2608503439122305,1.4615384615384615,1.3301243435223524
Spezia,0.0,0.0,0.0,0.0,0.8461538461538461,0.898717034272917,1.8461538461538463,0.9870962335856491
Verona,0.0,0.0,0.0,0.0,0.8461538461538461,0.6887372317211946,2.0,1.0801234497346435
Juventus,0.0,0.0,0.0,0.0,1.5384615384615385,1.2659242088545835,0.5384615384615384,0.7762500258061849
Udinese,0.0,0.0,0.0,0.0,1.6153846153846154,1.2608503439122303,1.0,1.1547005383792515
Atalanta,0.0,0.0,0.0,0.0,1.4615384615384615,0.7762500258061847,0.7692307692307693,0.8320502943378437
Inter,0.0,0.0,0.0,0.0,1.9230769230769231,1.1151635501529555,1.4615384615384615,1.2659242088545835
Torino,0.0,0.0,0.0,0.0,1.0,0.816496580927726,1.2307692307692308,0.9268086959962984
Cremonese,0.0,0.0,0.0,0.0,0.8461538461538461,0.8006407690254357,1.8461538461538463,1.3445044840729643
Bologna,0.0,0.0,0.0,0.0,1.2307692307692308,0.8320502943378437,1.4615384615384615,0.8770580193070292
Roma,0.0,0.0,0.0,0.0,1.2307692307692308,1.091928428198338,0.9230769230769231,1.0377490433255416
Empoli,0.0,0.0,0.0,0.0,0.7692307692307693,0.5991446895152781,1.3076923076923077,1.2506408613597126
Napoli,0.0,0.0,0.0,0.0,2.4615384615384617,1.5063966175050874,0.7692307692307693,0.7250110520819842
Sassuolo,0.0,0.0,0.0,0.0,1.0769230769230769,1.3821202589704018,1.3846153846153846,1.3867504905630728
