,0,1,2,3,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,0.0,0.0,0.0,0.0,2.0,1.4142135623730951,1.0,0.8944271909999159
Sampdoria,0.0,0.0,0.0,0.0,0.5,0.5477225575051661,1.8333333333333333,1.329160135825126
Lecce,0.0,0.0,0.0,0.0,0.6666666666666666,0.5163977794943223,1.1666666666666667,0.408248290463863
Monza,0.0,0.0,0.0,0.0,0.5,0.5477225575051661,2.3333333333333335,1.0327955589886444
Fiorentina,0.0,0.0,0.0,0.0,0.8333333333333334,1.1690451944500122,1.0,0.8944271909999159
Lazio,0.0,0.0,0.0,0.0,1.5,1.0488088481701516,0.8333333333333334,0.752772652709081
Salernitana,0.0,0.0,0.0,0.0,1.5,1.51657508881031,1.0,0.8944271909999159
Spezia,0.0,0.0,0.0,0.0,0.8333333333333334,0.983192080250175,1.6666666666666667,1.0327955589886444
Verona,0.0,0.0,0.0,0.0,1.0,0.8944271909999159,1.8333333333333333,1.6020819787597222
Juventus,0.0,0.0,0.0,0.0,1.5,1.0488088481701516,0.6666666666666666,0.816496580927726
Udinese,0.0,0.0,0.0,0.0,2.0,1.4142135623730951,1.0,1.5491933384829668
Atalanta,0.0,0.0,0.0,0.0,1.6666666666666667,0.816496580927726,0.5,0.5477225575051661
Inter,0.0,0.0,0.0,0.0,2.0,0.8944271909999159,1.3333333333333333,1.3662601021279464
Torino,0.0,0.0,0.0,0.0,1.0,0.8944271909999159,1.0,1.0954451150103321
Cremonese,0.0,0.0,0.0,0.0,0.8333333333333334,0.752772652709081,1.6666666666666667,1.2110601416389968
Bologna,0.0,0.0,0.0,0.0,1.1666666666666667,0.752772652709081,1.5,0.5477225575051661
Roma,0.0,0.0,0.0,0.0,1.3333333333333333,1.0327955589886446,1.0,1.5491933384829668
Empoli,0.0,0.0,0.0,0.0,0.8333333333333334,0.752772652709081,1.1666666666666667,0.752772652709081
Napoli,0.0,0.0,0.0,0.0,2.1666666666666665,1.9407902170679516,0.6666666666666666,0.816496580927726
Sassuolo,0.0,0.0,0.0,0.0,0.6666666666666666,0.8164965809277261,1.3333333333333333,1.505545305418162
