,0,1,2,3,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,0.0,0.0,0.0,0.0,1.8571428571428572,1.3451854182690985,1.1428571428571428,0.8997354108424372
Sampdoria,0.0,0.0,0.0,0.0,0.5714285714285714,0.5345224838248488,1.8571428571428572,1.214985792587912
Lecce,0.0,0.0,0.0,0.0,0.8571428571428571,0.6900655593423541,1.1428571428571428,0.3779644730092273
Monza,0.0,0.0,0.0,0.0,0.5714285714285714,0.5345224838248488,2.0,1.2909944487358056
Fiorentina,0.0,0.0,0.0,0.0,1.0,1.1547005383792515,0.8571428571428571,0.8997354108424372
Lazio,0.0,0.0,0.0,0.0,1.8571428571428572,1.3451854182690985,0.7142857142857143,0.7559289460184544
Salernitana,0.0,0.0,0.0,0.0,1.4285714285714286,1.3972762620115438,1.1428571428571428,0.8997354108424372
Spezia,0.0,0.0,0.0,0.0,1.0,1.0,1.5714285714285714,0.9759000729485332
Verona,0.0,0.0,0.0,0.0,0.8571428571428571,0.8997354108424372,1.8571428571428572,1.4638501094227998
Juventus,0.0,0.0,0.0,0.0,1.2857142857142858,1.1126972805283737,0.7142857142857143,0.7559289460184545
Udinese,0.0,0.0,0.0,0.0,2.142857142857143,1.3451854182690985,1.0,1.4142135623730951
Atalanta,0.0,0.0,0.0,0.0,1.5714285714285714,0.7867957924694432,0.42857142857142855,0.5345224838248487
Inter,0.0,0.0,0.0,0.0,1.8571428571428572,0.8997354108424372,1.5714285714285714,1.3972762620115438
Torino,0.0,0.0,0.0,0.0,0.8571428571428571,0.8997354108424372,1.0,1.0
Cremonese,0.0,0.0,0.0,0.0,0.7142857142857143,0.7559289460184544,2.0,1.4142135623730951
Bologna,0.0,0.0,0.0,0.0,1.0,0.816496580927726,1.4285714285714286,0.5345224838248488
Roma,0.0,0.0,0.0,0.0,1.1428571428571428,1.0690449676496976,1.0,1.4142135623730951
Empoli,0.0,0.0,0.0,0.0,0.8571428571428571,0.6900655593423541,1.0,0.816496580927726
Napoli,0.0,0.0,0.0,0.0,2.142857142857143,1.7728105208558367,0.7142857142857143,0.7559289460184544
Sassuolo,0.0,0.0,0.0,0.0,0.7142857142857143,0.7559289460184544,1.1428571428571428,1.4638501094227998
