,0,1,2,3,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,0.0,0.0,0.0,0.0,2.0,1.5811388300841898,1.0,1.0
Sampdoria,0.0,0.0,0.0,0.0,0.4,0.5477225575051662,1.8,1.4832396974191326
Lecce,0.0,0.0,0.0,0.0,0.6,0.5477225575051662,1.2,0.44721359549995804
Monza,0.0,0.0,0.0,0.0,0.4,0.5477225575051662,2.6,0.8944271909999159
Fiorentina,0.0,0.0,0.0,0.0,0.8,1.30384048104053,0.8,0.8366600265340756
Lazio,0.0,0.0,0.0,0.0,1.4,1.140175425099138,1.0,0.7071067811865476
Salernitana,0.0,0.0,0.0,0.0,1.4,1.6733200530681511,0.8,0.8366600265340756
Spezia,0.0,0.0,0.0,0.0,1.0,1.0,1.8,1.0954451150103321
Verona,0.0,0.0,0.0,0.0,1.2,0.8366600265340756,1.8,1.7888543819998322
Juventus,0.0,0.0,0.0,0.0,1.4,1.140175425099138,0.4,0.5477225575051662
Udinese,0.0,0.0,0.0,0.0,1.8,1.4832396974191326,1.0,1.7320508075688772
Atalanta,0.0,0.0,0.0,0.0,1.8,0.8366600265340756,0.4,0.5477225575051662
Inter,0.0,0.0,0.0,0.0,2.2,0.8366600265340756,1.6,1.3416407864998738
Torino,0.0,0.0,0.0,0.0,1.2,0.8366600265340756,1.0,1.224744871391589
Cremonese,0.0,0.0,0.0,0.0,0.8,0.8366600265340756,1.8,1.3038404810405297
Bologna,0.0,0.0,0.0,0.0,1.0,0.7071067811865476,1.6,0.5477225575051661
Roma,0.0,0.0,0.0,0.0,1.2,1.0954451150103324,1.0,1.7320508075688772
Empoli,0.0,0.0,0.0,0.0,0.8,0.8366600265340756,1.0,0.7071067811865476
Napoli,0.0,0.0,0.0,0.0,2.4,2.073644135332772,0.8,0.8366600265340756
Sassuolo,0.0,0.0,0.0,0.0,0.6,0.8944271909999157,1.0,1.4142135623730951
