,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,1.68,1.1075498483890764,1.28,1.2423096769056148
Sampdoria,0.44,0.6506407098647712,1.56,1.0033277962194942
Lecce,0.96,0.7895146188218006,1.16,0.6244997998398399
Monza,1.2,1.0,1.4,1.224744871391589
Fiorentina,1.16,1.0279429296739517,1.24,1.0519822558706335
Lazio,1.64,1.2871156384205213,0.76,1.011599393699568
Salernitana,1.12,1.16619037896906,1.76,1.7387735140993301
Spezia,0.84,0.8981462390204988,1.64,0.9949874371066199
Verona,0.8,0.7071067811865476,1.48,1.1224972160321824
Juventus,1.6,1.2583057392117916,0.8,1.2583057392117918
Udinese,1.32,1.0692676621563624,1.2,1.0801234497346432
Atalanta,1.68,1.5737428845483836,1.12,1.0132456102380443
Inter,1.84,1.4047538337136982,1.12,1.0923979738782625
Torino,1.08,0.7593857166596343,1.16,1.0279429296739517
Cremonese,0.84,0.8504900548115384,1.84,1.1430952132988168
Bologna,1.24,0.879393730551528,1.36,1.2543258481484523
Roma,1.28,0.8426149773176357,0.84,0.9433981132056607
Empoli,0.92,0.7023769168568492,1.32,1.0692676621563624
Napoli,2.32,1.4059397805975429,0.64,0.6999999999999998
Sassuolo,1.2,1.3844373104863459,1.48,1.1590225767142472
