,0,1,2,3,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,0.0,0.0,0.0,0.0,2.1818181818181817,1.2504544628399563,1.0,0.7745966692414834
Sampdoria,0.0,0.0,0.0,0.0,0.5454545454545454,0.5222329678670935,1.6363636363636365,1.2060453783110545
Lecce,0.0,0.0,0.0,0.0,0.8181818181818182,0.6030226891555273,1.2727272727272727,0.46709936649691375
Monza,0.0,0.0,0.0,0.0,0.9090909090909091,0.9438798074485389,1.7272727272727273,1.4893561757289013
Fiorentina,0.0,0.0,0.0,0.0,1.0,1.1832159566199232,1.4545454545454546,1.4396969378057567
Lazio,0.0,0.0,0.0,0.0,2.090909090909091,1.513574937328539,0.45454545454545453,0.6875516509523286
Salernitana,0.0,0.0,0.0,0.0,1.1818181818181819,1.2504544628399563,1.4545454545454546,1.4396969378057567
Spezia,0.0,0.0,0.0,0.0,0.8181818181818182,0.9816498172140428,1.8181818181818181,1.0787197799411874
Verona,0.0,0.0,0.0,0.0,0.9090909090909091,0.7006490497453706,1.9090909090909092,1.1361818036340356
Juventus,0.0,0.0,0.0,0.0,1.5454545454545454,1.3684762594679063,0.6363636363636364,0.8090398349558906
Udinese,0.0,0.0,0.0,0.0,1.8181818181818181,1.2504544628399563,1.0909090909090908,1.2210278829367864
Atalanta,0.0,0.0,0.0,0.0,1.4545454545454546,0.8201995322647243,0.7272727272727273,0.7862453931068965
Inter,0.0,0.0,0.0,0.0,2.0,1.0,1.5454545454545454,1.2933395813657265
Torino,0.0,0.0,0.0,0.0,0.9090909090909091,0.8312094145936334,1.1818181818181819,0.9816498172140429
Cremonese,0.0,0.0,0.0,0.0,0.8181818181818182,0.7507571935295483,2.0,1.3416407864998738
Bologna,0.0,0.0,0.0,0.0,1.0909090909090908,0.8312094145936334,1.5454545454545454,0.9341987329938275
Roma,0.0,0.0,0.0,0.0,1.1818181818181819,0.9816498172140429,0.9090909090909091,1.1361818036340356
Empoli,0.0,0.0,0.0,0.0,0.8181818181818182,0.6030226891555273,1.3636363636363635,1.2862913567871996
Napoli,0.0,0.0,0.0,0.0,2.3636363636363638,1.5666989036012804,0.8181818181818182,0.7507571935295483
Sassuolo,0.0,0.0,0.0,0.0,1.2727272727272727,1.4206272622267313,1.1818181818181819,1.2504544628399563
