,0,1,2,3,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,0.0,0.0,0.0,0.0,1.9411764705882353,1.1440382552221602,1.0588235294117647,0.7475450015964021
Sampdoria,0.0,0.0,0.0,0.0,0.47058823529411764,0.6242642728467978,1.7647058823529411,1.0325582165612919
Lecce,0.0,0.0,0.0,0.0,0.9411764705882353,0.747545001596402,1.0588235294117647,0.5557189302262113
Monza,0.0,0.0,0.0,0.0,1.1176470588235294,0.9926198253344827,1.4705882352941178,1.3284223283101428
Fiorentina,0.0,0.0,0.0,0.0,1.2352941176470589,1.0325582165612919,1.2941176470588236,1.2126781251816647
Lazio,0.0,0.0,0.0,0.0,1.7058823529411764,1.3585242858683526,0.8823529411764706,1.1114378604524227
Salernitana,0.0,0.0,0.0,0.0,1.2352941176470589,1.147247344990711,1.588235294117647,1.2277430273377532
Spezia,0.0,0.0,0.0,0.0,0.9411764705882353,0.8993461677306269,1.6470588235294117,0.9963167462326071
Verona,0.0,0.0,0.0,0.0,0.8823529411764706,0.696630546019236,1.7647058823529411,1.0914103126634989
Juventus,0.0,0.0,0.0,0.0,1.5294117647058822,1.1788578719900635,0.4117647058823529,0.7122871199007255
Udinese,0.0,0.0,0.0,0.0,1.4705882352941178,1.1788578719900635,1.1176470588235294,1.1114378604524224
Atalanta,0.0,0.0,0.0,0.0,1.5294117647058822,0.7174300539794393,1.0588235294117647,0.9663454503498036
Inter,0.0,0.0,0.0,0.0,2.176470588235294,1.424574239801451,1.411764705882353,1.1757350641945108
Torino,0.0,0.0,0.0,0.0,1.0588235294117647,0.7475450015964021,1.1176470588235294,0.857492925712544
Cremonese,0.0,0.0,0.0,0.0,0.6470588235294118,0.7859052479933758,1.7058823529411764,1.2631659571466123
Bologna,0.0,0.0,0.0,0.0,1.2352941176470589,0.9034248560828041,1.6470588235294117,1.4116115112960541
Roma,0.0,0.0,0.0,0.0,1.2352941176470589,0.9701425001453321,0.9411764705882353,0.9663454503498038
Empoli,0.0,0.0,0.0,0.0,0.8823529411764706,0.696630546019236,1.2941176470588236,1.1599949289950011
Napoli,0.0,0.0,0.0,0.0,2.2941176470588234,1.4476146708617308,0.7647058823529411,0.7524469885568255
Sassuolo,0.0,0.0,0.0,0.0,1.0,1.224744871391589,1.5294117647058822,1.280510008689093
