,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,1.9333333333333333,1.2227992865708155,1.0,0.7559289460184544
Sampdoria,0.4,0.50709255283711,1.8,1.082325538564332
Lecce,0.9333333333333333,0.7037315505489968,1.1333333333333333,0.5163977794943222
Monza,1.0666666666666667,1.0327955589886444,1.4666666666666666,1.4074631010979934
Fiorentina,1.2,1.082325538564332,1.3333333333333333,1.2909944487358056
Lazio,1.7333333333333334,1.4375905768565216,0.7333333333333333,1.0997835284835873
Salernitana,1.2666666666666666,1.2227992865708155,1.6,1.2983506020002016
Spezia,0.9333333333333333,0.883715101688537,1.7333333333333334,0.9611501047232549
Verona,0.8,0.6761234037828133,1.9333333333333333,1.0327955589886446
Juventus,1.6,1.2421180068162376,0.4666666666666667,0.7432233529572067
Udinese,1.6,1.1832159566199232,1.1333333333333333,1.1872336794093272
Atalanta,1.4666666666666666,0.7432233529572065,1.0,1.0
Inter,2.2666666666666666,1.486446705914413,1.4666666666666666,1.1872336794093274
Torino,1.0666666666666667,0.7988086367179803,1.1333333333333333,0.9154754164341268
Cremonese,0.7333333333333333,0.7988086367179803,1.7333333333333334,1.3345232785352157
Bologna,1.3333333333333333,0.8997354108424374,1.6666666666666667,1.4960264830861913
Roma,1.2,1.01418510567422,0.9333333333333333,0.961150104723255
Empoli,0.8,0.6761234037828133,1.2666666666666666,1.2227992865708153
Napoli,2.466666666666667,1.4074631010979934,0.8,0.7745966692414834
Sassuolo,1.0,1.3093073414159542,1.4666666666666666,1.3557637102737474
