,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,1.7083333333333333,1.1220775245117836,1.25,1.2597446256043843
Sampdoria,0.4583333333333333,0.6580053301400786,1.625,0.9696480760071398
Lecce,1.0,0.7801894976054939,1.125,0.6123724356957945
Monza,1.1666666666666667,1.0072203103706696,1.4166666666666667,1.24818709114169
Fiorentina,1.125,1.034723235417589,1.25,1.0733936430981312
Lazio,1.6666666666666667,1.3077250963165887,0.7916666666666666,1.0206207261596576
Salernitana,1.1666666666666667,1.1671841502435294,1.8333333333333333,1.7362294645648622
Spezia,0.875,0.8998792189486611,1.7083333333333333,0.9545846657358219
Verona,0.8333333333333334,0.701964118163034,1.5416666666666667,1.1025333147551268
Juventus,1.6666666666666667,1.2394482175782782,0.7916666666666666,1.2846642825425558
Udinese,1.375,1.0555237727226274,1.25,1.0733936430981312
Atalanta,1.75,1.5673294928413855,1.1666666666666667,1.0072203103706696
Inter,1.8333333333333333,1.4345630047135447,1.1666666666666667,1.0901402648748688
Torino,1.0833333333333333,0.7755316082290387,1.2083333333333333,1.0206207261596578
Cremonese,0.7916666666666666,0.832970935693524,1.7916666666666667,1.141287094417552
Bologna,1.2916666666666667,0.858672720295521,1.375,1.2790111669635225
Roma,1.2916666666666667,0.858672720295521,0.875,0.9469631093315001
Empoli,0.9166666666666666,0.7172815023567723,1.2916666666666667,1.082636342118332
Napoli,2.4166666666666665,1.3486439781165918,0.625,0.7109393663377318
Sassuolo,1.125,1.3613452426057167,1.4583333333333333,1.1787674722451362
