,0,1,2,3,media_gol_fatti,varianza_gol_fatti,media_gol_subiti,varianza_gol_subiti
Milan,0.0,0.0,0.0,0.0,2.3333333333333335,1.5275252316519468,1.0,1.0
Sampdoria,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0
Lecce,0.0,0.0,0.0,0.0,0.6666666666666666,0.5773502691896258,1.3333333333333333,0.5773502691896257
Monza,0.0,0.0,0.0,0.0,0.6666666666666666,0.5773502691896258,2.6666666666666665,1.1547005383792515
Fiorentina,0.0,0.0,0.0,0.0,1.0,1.7320508075688772,0.6666666666666666,1.1547005383792517
Lazio,0.0,0.0,0.0,0.0,1.6666666666666667,1.5275252316519468,0.6666666666666666,0.5773502691896258
Salernitana,0.0,0.0,0.0,0.0,1.3333333333333333,2.3094010767585034,0.3333333333333333,0.5773502691896258
Spezia,0.0,0.0,0.0,0.0,1.0,1.0,1.6666666666666667,1.5275252316519465
Verona,0.0,0.0,0.0,0.0,1.0,1.0,2.3333333333333335,2.3094010767585034
Juventus,0.0,0.0,0.0,0.0,1.3333333333333333,1.5275252316519465,0.3333333333333333,0.5773502691896258
Udinese,0.0,0.0,0.0,0.0,1.3333333333333333,1.1547005383792517,1.6666666666666667,2.0816659994661326
Atalanta,0.0,0.0,0.0,0.0,1.3333333333333333,0.5773502691896257,0.3333333333333333,0.5773502691896258
Inter,0.0,0.0,0.0,0.0,2.0,1.0,1.3333333333333333,1.5275252316519468
Torino,0.0,0.0,0.0,0.0,1.3333333333333333,1.1547005383792517,0.6666666666666666,0.5773502691896258
Cremonese,0.0,0.0,0.0,0.0,1.0,1.0,2.0,1.0
Bologna,0.0,0.0,0.0,0.0,0.6666666666666666,0.5773502691896258,1.6666666666666667,0.5773502691896257
Roma,0.0,0.0,0.0,0.0,1.0,0.0,0.3333333333333333,0.5773502691896258
Empoli,0.0,0.0,0.0,0.0,0.3333333333333333,0.5773502691896258,0.6666666666666666,0.5773502691896258
Napoli,0.0,0.0,0.0,0.0,3.0,2.6457513110645907,0.6666666666666666,1.1547005383792517
Sassuolo,0.0,0.0,0.0,0.0,1.0,1.0,1.6666666666666667,1.5275252316519465
