Partita,0,1,2,3,4
Fiorentina-Torino,0.3971805585657981,0.3647949132095778,0.10823102399200529,0.07889039727185859,0.05090310696076022
Napoli-Monza,0.5162627550343277,0.14642389883499365,0.18816435002846157,0.13872806432250412,0.010420931779712834
Genoa-Inter,0.8655749359484259,0.08874267996689135,0.035933746899124513,0.006895667498826085,0.0028529696867321394
Lazio-Frosinone,0.48059880143339906,0.2636233933811702,0.18995186038611442,0.05637573103844972,0.009450213760866638
Atalanta-Lecce,0.22980449139184111,0.24149291965853256,0.4281886779111287,0.07852137645316716,0.021992534585330473
Cagliari-Empoli,0.39520194408579834,0.40384595414274665,0.12996294499742755,0.03895336929745244,0.03203578747657485
Udinese-Bologna,0.6879237887722164,0.18794752997581718,0.1114202567478961,0.009568652875687377,0.003139771628382882
Verona-Salernitana,0.36025975720326603,0.2271716491489567,0.32646564822561097,0.07634293069955084,0.009760014722615628
Milan-Sassuolo,0.18039819879045196,0.23914162408380973,0.3939829473671011,0.17331150858137995,0.013165721177257337
Juventus-Roma,0.5225726656896541,0.31995397362005956,0.13385699898420095,0.016437965452987313,0.007178396253097922
