Partita,0,1,2,3,4
Fiorentina-Torino,0.44,0.34,0.17,0.04,0.02
Napoli-Monza,0.49,0.29,0.16,0.04,0.02
Genoa-Inter,0.16,0.25,0.44,0.11,0.04
Lazio-Frosinone,0.33,0.37,0.21,0.05,0.04
Atalanta-Lecce,0.51,0.25,0.19,0.04,0.02
Cagliari-Empoli,0.33,0.36,0.23,0.06,0.02
Udinese-Bologna,0.21,0.33,0.31,0.11,0.04
Verona-Salernitana,0.4,0.3,0.19,0.08,0.02
Milan-Sassuolo,0.55,0.25,0.14,0.04,0.02
Juventus-Roma,0.46,0.3,0.16,0.05,0.03
