Partita,0,1,2,3,4
Sassuolo-Salernitana,0.03659140913582814,0.20121215956268462,0.5960079679966022,0.14608841406117162,0.020100049243713506
Genoa-Verona,0.33091077026864124,0.4583147327051267,0.10474004651897605,0.023921434986420072,0.0821130155208359
Lecce-Milan,0.4661799041520002,0.33853492663254486,0.11760881926733428,0.06674166140047531,0.010934688547645541
Juventus-Cagliari,0.04041574661360691,0.2112372132573208,0.6411426934582575,0.09990677846991813,0.00729756820089659
Monza-Torino,0.4363506599169141,0.44661607289789124,0.08057648093550146,0.030068229411788192,0.006388556837905149
Napoli-Empoli,0.1637205327840812,0.23362300900826846,0.06562768641727966,0.09895126644896535,0.4380775053414054
Fiorentina-Bologna,0.13626076896319567,0.5102922578690173,0.30435034721934245,0.03669514776247951,0.012401478185965185
Udinese-Atalanta,0.2824281637626381,0.6556046517135686,0.04241676669709534,0.01658382842638453,0.002966589400313419
Lazio-Roma,0.2961983221254261,0.42859391749961995,0.19517327165753512,0.06011592329424136,0.01991856542317749
Inter-Frosinone,0.08440175376834086,0.41066009743943455,0.39062686171114924,0.03172297535355077,0.08258831172752444
