Partita,0,1,2,3,4
Sassuolo-Salernitana,0.3183938222594532,0.3954874014070231,0.24951504061244775,0.02867086401564458,0.007932871705431409
Genoa-Verona,0.21982359085738287,0.6348537117477895,0.1176132130886287,0.018916141975511298,0.008793342330687745
Lecce-Milan,0.18131883815780545,0.45101698981944316,0.25550373600723325,0.09512744019945417,0.017032995816064257
Juventus-Cagliari,0.7634419800037582,0.15469430210297588,0.04538939281119686,0.029803445493302536,0.006670879588766614
Monza-Torino,0.5033846989261217,0.3753588311310468,0.09354422711985814,0.01940410904233975,0.008308133780633798
Napoli-Empoli,0.3070527895326939,0.5179644425286583,0.1579707499761172,0.01375038743919647,0.003261630523334143
Fiorentina-Bologna,0.181537548635291,0.5237760250971397,0.24329356455046508,0.04320036991099583,0.008192491806108398
Udinese-Atalanta,0.14128514434286255,0.37907848698061786,0.33558936442294385,0.12361896810442692,0.020428036149148857
Lazio-Roma,0.13784923630248813,0.605526411183431,0.1952008151290366,0.046748507118844054,0.01467503026620025
Inter-Frosinone,0.7749647695602645,0.1210018171936229,0.0758203113301726,0.02309573062710222,0.0051173712888380645
