Partita,0,1,2,3,4
Genoa-Salernitana,0.5504560990147451,0.3290709391839967,0.09010802870036319,0.023905875860401424,0.006459057240493461
Sassuolo-Bologna,0.15203627835983538,0.3957633571408629,0.38533437557557076,0.052353716093467256,0.014512272830263769
Lecce-Torino,0.38767117087011754,0.49354750175691403,0.08719779171621726,0.024831937010689472,0.0067515986460616245
Juventus-Verona,0.645005214325668,0.2932502798445504,0.044311413607283835,0.012274427830232044,0.005158664392265699
Cagliari-Frosinone,0.12437076254648899,0.259242224061301,0.3679018496996629,0.1309814855053221,0.11750367818722507
Monza-Udinese,0.3169831115748037,0.5389193881968339,0.11308536107374016,0.022299632587262107,0.00871250656736015
Inter-Roma,0.3573993331464536,0.3814285437684759,0.19110941458320296,0.029849449254186606,0.04021325924768105
Napoli-Milan,0.21524073648360345,0.3156075736724258,0.35511759603509335,0.09194508890082025,0.022089004908057177
Empoli-Atalanta,0.38361439638879435,0.20441863248930267,0.24256391523044593,0.09539496859637793,0.07400808729507909
Lazio-Fiorentina,0.18714542094012215,0.3992410587716898,0.33812787990715243,0.05575708594396814,0.019728554437067506
