Partita,0,1,2,3,4
Genoa-Salernitana,0.10735484963341078,0.3933856765022906,0.21901923547418162,0.05011815102585536,0.23012208736426149
Sassuolo-Bologna,0.5352749684547962,0.34737233497705283,0.08198481702422808,0.026995423611755966,0.008372455932167022
Lecce-Torino,0.5595445503063302,0.2759984536258332,0.13690823600095336,0.016407035977359968,0.011141724089523347
Juventus-Verona,0.2559460113552656,0.3612131479633163,0.24757519951897697,0.09420234718400534,0.04106329397843583
Cagliari-Frosinone,0.4109074778739293,0.3556108410285148,0.1373955464065591,0.06547851649398276,0.030607618197014047
Monza-Udinese,0.28197970457383353,0.18238203657806829,0.4296679437962254,0.07488469673731324,0.031085618314559766
Inter-Roma,0.1436468744591608,0.16262286578591353,0.22556082904468214,0.15427671883456054,0.31389271187568296
Napoli-Milan,0.05655804432917989,0.20087382716947372,0.14258687598541495,0.32847309962402993,0.27150815289190133
Empoli-Atalanta,0.837720308299076,0.1332150136131666,0.016361076921701342,0.011053954592402368,0.0016496465736536594
Lazio-Fiorentina,0.13432476591709958,0.24164924099659252,0.5311382017480247,0.08379011740605369,0.009097673932229376
