Partita,0,1,2,3,4
Genoa-Torino,0.4236419570509487,0.39638236832488755,0.13304345861856884,0.038421960174037414,0.00851025583155746
Napoli-Salernitana,0.6073207794183227,0.273131753417935,0.0943401815299323,0.01871587665848232,0.0064914089753277384
Verona-Empoli,0.6278507482475318,0.27257568105399965,0.07346666847696284,0.02136552204400677,0.004741380177498784
Monza-Inter,0.3622013568940887,0.21295197110802672,0.3580697472011643,0.04886218021420704,0.01791474458251311
Lazio-Lecce,0.5305851327978102,0.26342021454407966,0.17966314953919763,0.020746890972401132,0.005584612146511389
Cagliari-Bologna,0.1865889006270425,0.441611614360441,0.3051854680226728,0.054536038011052765,0.012077978978790949
Fiorentina-Udinese,0.5265849686482615,0.315948789382122,0.13093535049482946,0.02144599230274914,0.005084899172037793
Milan-Roma,0.6258386228200835,0.15636768794699785,0.11703506255408026,0.03984262434151141,0.060916002337327156
Atalanta-Frosinone,0.33454459126018476,0.4457304313504455,0.1645417648719132,0.047173365978782224,0.008009846538674375
Juventus-Sassuolo,0.6743974182345096,0.1843034834462955,0.11204089694793641,0.023768487580153128,0.005489713791105149
