Partita,0,1,2,3,4
Genoa-Torino,0.5047272685479068,0.39261597011965366,0.0568835056758326,0.039184828144301596,0.006588427512305444
Napoli-Salernitana,0.20488957264084426,0.19684575179300498,0.42402044473203365,0.14436968370159015,0.029874547132526793
Verona-Empoli,0.7868336756022876,0.11555617271148236,0.07184891198534353,0.009719932391580817,0.01604130730930577
Monza-Inter,0.899201038345701,0.0689181076879957,0.02364703386765407,0.005769245984886239,0.0024645741137629806
Lazio-Lecce,0.3884881680683619,0.3211793561538,0.25670209356675544,0.02669357791666921,0.00693680429441348
Cagliari-Bologna,0.7171548215380418,0.15178583178309638,0.1182265594715451,0.010207806499097161,0.0026249807082196633
Fiorentina-Udinese,0.49476403767102534,0.17385509052371204,0.23115277571357135,0.07464466779929052,0.025583428292400873
Milan-Roma,0.4883239891680199,0.3112754408030124,0.14485118130713714,0.03293261096892766,0.022616777752903106
Atalanta-Frosinone,0.2633716777651463,0.34359912207918525,0.1606294941158215,0.20665971502174896,0.025739991018098117
Juventus-Sassuolo,0.1817031218798942,0.2787313431624399,0.49903904725963216,0.03111703967688721,0.009409448021146658
