,squadra_casa,squadra_trasferta,risultato
0,Empoli,Monza,1 - 0
1,Torino,Juventus,0 - 1
2,Atalanta,Sassuolo,2 - 1
3,Inter,Salernitana,2 - 0
4,Lazio,Udinese,0 - 0
5,Spezia,Cremonese,2 - 2
6,Napoli,Bologna,3 - 2
7,Verona,Milan,1 - 2
8,Sampdoria,Roma,0 - 1
9,Lecce,Fiorentina,1 - 1
