,squadra_casa,squadra_trasferta,risultato
0,Sassuolo,Napoli,0 - 2
1,Sampdoria,Bologna,1 - 2
2,Monza,Milan,0 - 1
3,Inter,Udinese,3 - 1
4,Atalanta,Lecce,1 - 2
5,Fiorentina,Empoli,1 - 1
6,Salernitana,Lazio,0 - 2
7,Spezia,Juventus,0 - 2
8,Roma,Verona,1 - 0
9,Torino,Cremonese,2 - 2
