,squadra_casa,squadra_trasferta,risultato
0,Salernitana,Lecce,1 - 2
1,Bologna,Empoli,0 - 1
2,Spezia,Sampdoria,2 - 1
3,Torino,Sassuolo,0 - 1
4,Udinese,Inter,3 - 1
5,Cremonese,Lazio,0 - 4
6,Fiorentina,Verona,2 - 0
7,Monza,Juventus,1 - 0
8,Roma,Atalanta,0 - 1
9,Milan,Napoli,1 - 2
