Partita,0,1,2,3,4
Torino-Bologna,0.7462081270556945,0.14868235825492201,0.06991289689375399,0.028704748376010312,0.00649186941961902
Monza-Lazio,0.3820532769232108,0.4733853755299121,0.09315084975711618,0.04455962546860729,0.006850872321153607
Sassuolo-Inter,0.8697236843108507,0.07678332506028729,0.03022487487549051,0.020642212733902876,0.00262590301946865
Cagliari-Lecce,0.48234753717928125,0.2753053106413143,0.19095680956410221,0.043534826337611854,0.007855516277690596
Empoli-Frosinone,0.6462630358797824,0.2101326375072679,0.060960837986042134,0.07291770643215023,0.009725782194757426
Verona-Fiorentina,0.5161362911527448,0.3347595177724162,0.11981602520962895,0.022529856033378957,0.006758309831831072
Milan-Genoa,0.2797302215592974,0.4205779776135707,0.17328777612901625,0.10455996853275672,0.021844056165358828
Roma-Juventus,0.7579164183444297,0.09906579212152872,0.09683664585735928,0.040476178279549295,0.0057049653971329925
Salernitana-Atalanta,0.6981056615622984,0.16492023560889005,0.11260667049835846,0.018786655170628663,0.005580777159824669
Udinese-Napoli,0.45099093516577415,0.40194928819376874,0.10767755551867061,0.02784671514614604,0.011535505975640336
