Partita,0,1,2,3,4
Sassuolo-Verona,0.33,0.41,0.18,0.06,0.02
Roma-Milan,0.29,0.39,0.2,0.08,0.03
Bologna-Cagliari,0.21,0.35,0.27,0.11,0.05
Udinese-Frosinone,0.24,0.4,0.22,0.1,0.04
Atalanta-Monza,0.2,0.37,0.25,0.12,0.06
Napoli-Lazio,0.13,0.25,0.29,0.17,0.16
Inter-Fiorentina,0.22,0.33,0.23,0.14,0.08
Torino-Genoa,0.27,0.39,0.22,0.09,0.04
Empoli-Juventus,0.32,0.41,0.18,0.06,0.02
Lecce-Salernitana,0.14,0.26,0.3,0.16,0.14
