Partita,0,1,2,3,4
Sassuolo-Verona,0.68,0.13,0.11,0.05,0.03
Roma-Milan,0.6,0.15,0.14,0.06,0.05
Bologna-Cagliari,0.7,0.17,0.09,0.03,0.02
Udinese-Frosinone,0.72,0.12,0.11,0.03,0.02
Atalanta-Monza,0.66,0.18,0.11,0.04,0.02
Napoli-Lazio,0.67,0.17,0.12,0.02,0.01
Inter-Fiorentina,0.62,0.18,0.14,0.04,0.02
Torino-Genoa,0.66,0.15,0.13,0.04,0.02
Empoli-Juventus,0.64,0.15,0.12,0.06,0.02
Lecce-Salernitana,0.67,0.17,0.12,0.03,0.01
