Partita,0,1,2,3,4
Frosinone-Inter,0.11026761961013548,0.16459014182284815,0.1981907547509338,0.15027324685354054,0.3766782369625421
Napoli-Bologna,0.3055519886968521,0.4410790420688068,0.21194976830138906,0.033224324747231915,0.008194876185720167
Milan-Cagliari,0.5839279412265546,0.2734683352040687,0.10603042118325726,0.030544024419224224,0.006029277966895379
Lazio-Empoli,0.7237726223172853,0.1771319532962137,0.06529761338469837,0.028491523781776256,0.005306287220026327
Genoa-Sassuolo,0.5651431505716457,0.2670573139344484,0.13058896631993844,0.0316487686884854,0.005561800485482119
Verona-Torino,0.3925486661284927,0.484896115555015,0.07919860896277502,0.03648707102775537,0.006869538325961874
Juventus-Salernitana,0.7094126484328455,0.22148393939764366,0.05804849004454913,0.008224348412584707,0.002830573712376928
Atalanta-Roma,0.5121489899529789,0.2586655605928258,0.1323846154273146,0.0628698302793386,0.0339310037475421
Lecce-Udinese,0.35055717847527595,0.4510903996999489,0.1498147222169393,0.03825644138852739,0.010281258219308437
Fiorentina-Monza,0.43264283570443923,0.34618872675225926,0.17856864141031842,0.03494196561027474,0.007657830522708393
