Partita,0,1,2,3,4
Frosinone-Inter,0.8261865605692985,0.12622627722356342,0.0315895138324746,0.013158746236246506,0.0028389021384170386
Napoli-Bologna,0.5837299386710989,0.2939349290635147,0.08733929923428545,0.024210124151976875,0.010785708879124176
Milan-Cagliari,0.341407939496325,0.33346839939648415,0.19236753769039508,0.11275038023767595,0.020005743179119902
Lazio-Empoli,0.6602529279764593,0.20848327852471524,0.09066042946886718,0.03426947723170029,0.006333886798257978
Genoa-Sassuolo,0.42069374292563877,0.22276773809999073,0.21427483874349573,0.13440503415514057,0.007858646075734168
Verona-Torino,0.7875622880987682,0.12387543135737918,0.06107800408234528,0.023855977645224142,0.003628298816283266
Juventus-Salernitana,0.2681595429900663,0.16983395609739382,0.46456698079396447,0.07380598685015152,0.023633533268424073
Atalanta-Roma,0.5908317476430338,0.1534967332783477,0.14001224055775865,0.09720993307148963,0.018449345449370266
Lecce-Udinese,0.6417694337905546,0.13680868728726484,0.1250404283298666,0.08970466982189886,0.00667678077041492
Fiorentina-Monza,0.47891888815474554,0.22214099831049425,0.16214878581355463,0.08894574284750834,0.04784558487369725
