Partita,0,1,2,3,4
Juventus-Lazio,0.59,0.17,0.18,0.04,0.02
Inter-Milan,0.59,0.19,0.14,0.04,0.04
Genoa-Napoli,0.48,0.27,0.15,0.05,0.05
Cagliari-Udinese,0.58,0.23,0.12,0.05,0.02
Frosinone-Sassuolo,0.58,0.19,0.17,0.04,0.02
Monza-Lecce,0.5,0.21,0.18,0.06,0.06
Fiorentina-Atalanta,0.62,0.12,0.17,0.04,0.05
Roma-Empoli,0.57,0.22,0.15,0.04,0.02
Salernitana-Torino,0.64,0.15,0.15,0.04,0.02
Verona-Bologna,0.65,0.16,0.15,0.03,0.02
