Partita,0,1,2,3,4
Juventus-Lazio,0.15,0.26,0.35,0.15,0.09
Inter-Milan,0.29,0.29,0.21,0.12,0.09
Genoa-Napoli,0.29,0.53,0.09,0.09,0.0
Cagliari-Udinese,0.21,0.35,0.29,0.09,0.06
Frosinone-Sassuolo,0.26,0.18,0.44,0.06,0.06
Monza-Lecce,0.29,0.47,0.06,0.12,0.06
Fiorentina-Atalanta,0.24,0.32,0.09,0.26,0.09
Roma-Empoli,0.21,0.35,0.32,0.03,0.09
Salernitana-Torino,0.26,0.35,0.18,0.15,0.06
Verona-Bologna,0.24,0.26,0.38,0.06,0.06
