,squadra,esito
0,Spezia,vittoria
1,Lazio,vittoria
2,Salernitana,sconfitta
3,Fiorentina,vittoria
4,Atalanta,sconfitta
5,Udinese,vittoria
6,Sampdoria,sconfitta
7,Juventus,sconfitta
8,Verona,vittoria
9,Milan,pareggio
10,Venezia,sconfitta
11,Sassuolo,sconfitta
12,Torino,vittoria
13,Empoli,sconfitta
14,Napoli,vittoria
15,Cagliari,sconfitta
16,Roma,vittoria
17,Inter,vittoria
18,Genoa,sconfitta
19,Bologna,pareggio
