,squadra,esito
0,Atalanta,vittoria
1,Lazio,sconfitta
2,Fiorentina,vittoria
3,Sassuolo,pareggio
4,Bologna,sconfitta
5,Salernitana,sconfitta
6,Inter,vittoria
7,Genoa,sconfitta
8,Verona,vittoria
9,Torino,vittoria
10,Spezia,sconfitta
11,Juventus,vittoria
12,Milan,sconfitta
13,Cagliari,pareggio
14,Venezia,vittoria
15,Sampdoria,vittoria
16,Napoli,sconfitta
17,Roma,vittoria
18,Empoli,sconfitta
19,Udinese,sconfitta
