,squadra,esito
0,Genoa,sconfitta
1,Fiorentina,vittoria
2,Venezia,pareggio
3,Udinese,pareggio
4,Torino,vittoria
5,Verona,sconfitta
6,Napoli,sconfitta
7,Sassuolo,vittoria
8,Inter,vittoria
9,Roma,vittoria
10,Sampdoria,vittoria
11,Salernitana,sconfitta
12,Juventus,pareggio
13,Milan,pareggio
14,Bologna,sconfitta
15,Atalanta,vittoria
16,Empoli,vittoria
17,Lazio,sconfitta
18,Cagliari,sconfitta
19,Spezia,sconfitta
