,squadra,esito
0,Sampdoria,sconfitta
1,Lazio,pareggio
2,Spezia,sconfitta
3,Sassuolo,pareggio
4,Milan,vittoria
5,Juventus,pareggio
6,Fiorentina,sconfitta
7,Atalanta,pareggio
8,Bologna,vittoria
9,Salernitana,vittoria
10,Cagliari,vittoria
11,Empoli,pareggio
12,Verona,vittoria
13,Genoa,pareggio
14,Roma,sconfitta
15,Napoli,pareggio
16,Udinese,vittoria
17,Torino,pareggio
18,Inter,sconfitta
19,Venezia,sconfitta
