,squadra,esito
0,Atalanta,vittoria
1,Fiorentina,vittoria
2,Verona,pareggio
3,Salernitana,sconfitta
4,Bologna,vittoria
5,Inter,vittoria
6,Genoa,sconfitta
7,Sassuolo,pareggio
8,Torino,pareggio
9,Lazio,pareggio
10,Venezia,sconfitta
11,Sampdoria,sconfitta
12,Cagliari,pareggio
13,Juventus,vittoria
14,Roma,sconfitta
15,Spezia,sconfitta
16,Milan,vittoria
17,Napoli,pareggio
18,Empoli,pareggio
19,Udinese,pareggio
