,squadra,esito
0,Spezia,sconfitta
1,Inter,pareggio
2,Genoa,pareggio
3,Juventus,vittoria
4,Empoli,vittoria
5,Sassuolo,vittoria
6,Udinese,sconfitta
7,Lazio,vittoria
8,Napoli,vittoria
9,Venezia,pareggio
10,Milan,vittoria
11,Atalanta,pareggio
12,Verona,pareggio
13,Sampdoria,sconfitta
14,Bologna,sconfitta
15,Salernitana,sconfitta
16,Fiorentina,vittoria
17,Roma,sconfitta
18,Cagliari,sconfitta
19,Torino,pareggio
