,squadra,esito
0,Lazio,vittoria
1,Napoli,pareggio
2,Torino,sconfitta
3,Milan,vittoria
4,Empoli,pareggio
5,Genoa,pareggio
6,Verona,vittoria
7,Sassuolo,pareggio
8,Atalanta,pareggio
9,Spezia,sconfitta
10,Bologna,sconfitta
11,Inter,pareggio
12,Venezia,vittoria
13,Sampdoria,sconfitta
14,Cagliari,pareggio
15,Salernitana,pareggio
16,Udinese,sconfitta
17,Roma,pareggio
18,Juventus,pareggio
19,Fiorentina,vittoria
