,squadra,esito
0,Verona,sconfitta
1,Inter,vittoria
2,Empoli,sconfitta
3,Torino,sconfitta
4,Bologna,vittoria
5,Udinese,pareggio
6,Napoli,vittoria
7,Roma,vittoria
8,Cagliari,pareggio
9,Sampdoria,sconfitta
10,Sassuolo,vittoria
11,Genoa,sconfitta
12,Lazio,vittoria
13,Atalanta,vittoria
14,Salernitana,sconfitta
15,Juventus,pareggio
16,Venezia,sconfitta
17,Fiorentina,sconfitta
18,Spezia,pareggio
19,Milan,vittoria
