,squadra,esito
0,Empoli,pareggio
1,Verona,sconfitta
2,Udinese,sconfitta
3,Roma,pareggio
4,Bologna,sconfitta
5,Napoli,vittoria
6,Milan,vittoria
7,Cagliari,sconfitta
8,Sampdoria,vittoria
9,Juventus,pareggio
10,Salernitana,pareggio
11,Torino,vittoria
12,Spezia,vittoria
13,Venezia,pareggio
14,Sassuolo,vittoria
15,Genoa,sconfitta
16,Atalanta,sconfitta
17,Inter,vittoria
18,Fiorentina,sconfitta
19,Lazio,pareggio
