,squadra,esito
0,Inter,vittoria
1,Genoa,vittoria
2,Torino,sconfitta
3,Sassuolo,pareggio
4,Lazio,vittoria
5,Spezia,sconfitta
6,Venezia,vittoria
7,Salernitana,pareggio
8,Verona,sconfitta
9,Fiorentina,vittoria
10,Empoli,sconfitta
11,Juventus,sconfitta
12,Napoli,vittoria
13,Udinese,pareggio
14,Sampdoria,sconfitta
15,Atalanta,vittoria
16,Bologna,sconfitta
17,Cagliari,pareggio
18,Milan,vittoria
19,Roma,sconfitta
