,squadra,esito
0,Torino,vittoria
1,Venezia,sconfitta
2,Inter,vittoria
3,Verona,pareggio
4,Salernitana,vittoria
5,Bologna,pareggio
6,Empoli,vittoria
7,Genoa,vittoria
8,Lazio,sconfitta
9,Sassuolo,sconfitta
10,Spezia,sconfitta
11,Atalanta,vittoria
12,Roma,sconfitta
13,Sampdoria,pareggio
14,Fiorentina,sconfitta
15,Udinese,pareggio
16,Napoli,sconfitta
17,Cagliari,sconfitta
18,Milan,vittoria
19,Juventus,vittoria
