,squadra,esito
0,Roma,pareggio
1,Inter,sconfitta
2,Fiorentina,sconfitta
3,Atalanta,sconfitta
4,Bologna,pareggio
5,Sampdoria,vittoria
6,Venezia,sconfitta
7,Udinese,vittoria
8,Juventus,vittoria
9,Salernitana,pareggio
10,Genoa,pareggio
11,Milan,vittoria
12,Lazio,vittoria
13,Cagliari,vittoria
14,Empoli,pareggio
15,Sassuolo,sconfitta
16,Napoli,vittoria
17,Torino,sconfitta
18,Verona,sconfitta
19,Spezia,pareggio
