,squadra,esito
0,Spezia,vittoria
1,Lazio,vittoria
2,Milan,vittoria
3,Cagliari,vittoria
4,Empoli,sconfitta
5,Genoa,pareggio
6,Udinese,pareggio
7,Napoli,vittoria
8,Juventus,vittoria
9,Venezia,vittoria
10,Salernitana,sconfitta
11,Inter,sconfitta
12,Verona,sconfitta
13,Sampdoria,sconfitta
14,Atalanta,vittoria
15,Sassuolo,pareggio
16,Bologna,pareggio
17,Torino,sconfitta
18,Roma,sconfitta
19,Fiorentina,sconfitta
