,squadra,esito
0,Torino,sconfitta
1,Genoa,sconfitta
2,Atalanta,sconfitta
3,Fiorentina,vittoria
4,Lazio,pareggio
5,Spezia,sconfitta
6,Inter,vittoria
7,Sassuolo,sconfitta
8,Salernitana,sconfitta
9,Venezia,pareggio
10,Roma,vittoria
11,Bologna,vittoria
12,Empoli,vittoria
13,Juventus,sconfitta
14,Verona,pareggio
15,Napoli,vittoria
16,Sampdoria,sconfitta
17,Milan,vittoria
18,Udinese,vittoria
19,Cagliari,pareggio
