,squadra,esito
0,Venezia,sconfitta
1,Empoli,sconfitta
2,Napoli,vittoria
3,Udinese,sconfitta
4,Genoa,sconfitta
5,Roma,sconfitta
6,Verona,sconfitta
7,Inter,vittoria
8,Torino,vittoria
9,Cagliari,vittoria
10,Milan,vittoria
11,Sassuolo,vittoria
12,Sampdoria,sconfitta
13,Atalanta,vittoria
14,Spezia,vittoria
15,Juventus,vittoria
16,Salernitana,vittoria
17,Lazio,sconfitta
18,Fiorentina,sconfitta
19,Bologna,sconfitta
