,squadra,esito
0,Cagliari,sconfitta
1,Napoli,vittoria
2,Sampdoria,vittoria
3,Spezia,sconfitta
4,Juventus,vittoria
5,Empoli,sconfitta
6,Milan,vittoria
7,Udinese,sconfitta
8,Roma,pareggio
9,Atalanta,pareggio
10,Verona,vittoria
11,Sassuolo,sconfitta
12,Genoa,sconfitta
13,Lazio,vittoria
14,Venezia,sconfitta
15,Torino,vittoria
16,Fiorentina,sconfitta
17,Inter,vittoria
18,Bologna,pareggio
19,Salernitana,pareggio
