,squadra,esito
0,Sassuolo,sconfitta
1,Genoa,sconfitta
2,Inter,vittoria
3,Salernitana,sconfitta
4,Empoli,sconfitta
5,Venezia,sconfitta
6,Verona,vittoria
7,Lazio,pareggio
8,Juventus,pareggio
9,Udinese,sconfitta
10,Torino,vittoria
11,Fiorentina,vittoria
12,Bologna,sconfitta
13,Atalanta,vittoria
14,Sampdoria,vittoria
15,Spezia,vittoria
16,Roma,sconfitta
17,Cagliari,pareggio
18,Milan,pareggio
19,Napoli,vittoria
