Partita,0,1,2,3,4
Lazio-Salernitana,0.15,0.38,0.12,0.18,0.18
Lecce-Empoli,0.21,0.32,0.26,0.12,0.09
Torino-Juventus,0.38,0.38,0.12,0.12,0.0
Bologna-Monza,0.29,0.26,0.18,0.15,0.12
Napoli-Frosinone,0.18,0.41,0.18,0.18,0.06
Sassuolo-Milan,0.38,0.35,0.26,0.0,0.0
Inter-Cagliari,0.18,0.32,0.32,0.12,0.06
Fiorentina-Genoa,0.15,0.5,0.18,0.12,0.06
Atalanta-Verona,0.15,0.29,0.29,0.15,0.12
Udinese-Roma,0.38,0.32,0.15,0.15,0.0
